label,text
joy,When I got the scholarship I was very happy as the finacial à burden of the family was reduced.
fear,I experienced fear when I was not prepared for the final year à degree exams.
anger,"When the others did not do their bit of work on a group à assignment task, and I had to do all the work."
sadness,"After having been ill, when I was coming back to the hostel, I à felt very sad leaving home."
disgust,"When my friend got very low marks in field work even though he à had worked throughout the year, I had this feeling."
shame,"I felt ashamed when I fought with my mother on some issue, and à caused her trouble."
guilt,"I had enough time to do my assignment, and I did not do it well.  à When the lecturer scolded me, I had this feeling."
joy,When I was selected at TISS X.
fear,When I almost walked on a snake.
anger,When I was insulted by a man.
sadness,When my mother left for Kenya.
disgust,[ When I see that the toilet is unclean.]
shame,When my co-resident opened the bathroom door while I was bathing à inside.
guilt,When I could not complete my assignment on time.
joy,"At the pre-university, I was appreciated as an examplary à student by our pricipal.  This is something which made me feel à very happy."
fear,[ No response.]
anger,"When I was blamed for some of my attributes which are very often à misunderstood, especially when one is very frank."
sadness,"When my sister lost her only son, who was sixteen years old.  I à felt very bad about it as this was the first death in my family à and then I learned slowly to understand to life."
disgust,"When I was in a Christian institution, sometimes the nuns would à send back the people who came to visit us when it was not the à visiting hours.  This disgusted me."
shame,[ No response.]
guilt,"Once I was not able to give a relative, who was in a critical à period, a helping hand.  Whenever I think about it I feel guilty  à for letting down the person who trusted me to give him a helping à hand."
joy,The day I got a letter from the U.G.C informing me that I had à been awarded the junior research fellowship.
fear,"When I was working in Delhi, I had gone alone to see the hostel à where I would be residing."
anger,"When a relative, who had come to our place, created untidyness à and dirtyness."
sadness,When I had to leave home to go to some other place to study.
disgust,"When I went to visit a relative and saw how messy and dirty his à place was, in the absence of his wife."
shame,When I broke-down while seeing off my friend.
guilt,[ The day I have not worked (academic) hard enough.]
joy,"[ When I have achieved what I wanted to achieve, I feel the above à stated emotion. Also when I am sucessful.]"
fear,"Once when I was walking alone at mid-night, I happened to put my à foot on a frog, as it felt smooth I thought that it was a snake  à and I felt afraid. à à "
anger,My friend and I were to attend a very important meeting and he à had promised to come and pick me up.  But he did not turn up and à I felt very angry at him.
sadness,"I was really hoping that I would pass the examination, but I à failed and so I felt very sad."
disgust,[ I feel disgusted at people who talk negatively about a person à without knowing the person well.]
shame,[ I have felt shame but am unable to remember any particular à incident.]
guilt,[ Whenever I do something prohibited or wrong I feel guilty.]
joy,"When I stood first in the B.A exams.  Earlier I had heard of à these boys and girls who were toppers, but when I first heard of à me having topped I could not believe it."
fear,"When my son fell off the cot at the age of 5 months, I became à very nervous and thought that it would cause defects in his head.  "
anger,I was very angry one day when my husband ignored me and slept      à on a separate bed.  He had no reasons to doubt me or to neglect à me and I had never imagined that he could do such a thing.
sadness,When I heard the news of the death of my father.  It was in the à evening and I was alone all night in my room trying to remember à the face of my father.
disgust,One day my colleague misbehaved with me.  I felt disgusted and à thought to myself that he could only do this because I was a à woman.
shame,One day I addressed my husband in an abusive manner in front of à his friends.  Later on I realized this myself and felt ashamed of à myself.
guilt,"My mother misunderstood me and prevented me from doing something. à  In return I did not talk to her for a few days, only later on I à realized that what she had done had been for my good."
joy,"When the results of the part I exams came out I felt tremendous à joy in my heart.  The results came out after a long period of à worry and anxiety, so it gave me endless relief and joy."
fear,I felt afraid just before receiving the question paper of the à part II exam.
anger,I remember that when I was in school I saw a case of partiality - à one of the teachers gave private coaching classes to some girls à and she would give these girls extra attention in class and would à ignore the others.
sadness,"On the last day of my school life I was very sad, specially on à the farewell party day.  I felt sad to leave behind my beloved à teachers and friends."
disgust,I was most disgusted when I had to make a nagging three day à journey recently from Calcutta to Bombay.  It was very boring and à tiring.
shame,"I remember that once, a friend did not co-operate with me due to à some unavoidable reasons.  Unaware of this I treated her unjustly à till I realized everything, and then I felt ashamad of my deeds. "
guilt,"I did badly in one of the vital exams, despite getting proper à guidance from my parents.  I felt guilty of improper use of the à chances provided to me. "
joy,[ I can not recall one.]
fear,[ I do not recall one here either.]
anger,"[ This emotion has never been an intense one, that makes it à difficult to recall it.]"
sadness,When my honest intentions were marred by another's jealousy.
disgust,[ The previous incident holds good here also.]
shame,[ ....has not really happened.]
guilt,When an event took place in another's life and which I thought I à could have avoided.
joy,The day I was happiest was the day when I received a phone call à from Eve's Weekly to inform me that I had won the first prize of à the All India Essay competition.  I had won this prize when I was à an under-graduate when even post graduates had participated.  I à had been judged by eminent judges and political scientists.
fear,"Fear is an emotion that I experience very often.  Naturally this à is during exams and subsequently while waiting for the results.  à However there is one occassion when I was paralyzed with fear.  à This was when I was doing my M.A.-I, and we had a series of student à lectures.  I was one of the participants and my lecture happened à to be the opening lecture.  I had been confident all morning, about à twenty minutes before the lecture, my confidence started failing à me.  I felt my heart go cold, my lips go dry and I was really à paralyzed.  This incident of fear is still fresh."
anger,"I experience this emotion quite often but the day I was most à angry was the day I got pulled up for something I had not done.  à It happened during my school days, I had not spoken a word in à class but the monitor had written my name on the board.  So I à had a remark in my callender which I had to get signed by my à parents.  This remark resulted in me being spanked."
sadness,"I have once been very sad and lonely.  This was when I was trying à to organize a play as a student (15 years).  Instead of à materializing, it fizzled out.  The worst thing was that the play à fell apart completely and I found myself weeping uncontrollably.  à Now when I think of it, I laugh it off; but at that time it was à intense."
disgust,"This is an incident that many of us witness in our everyday life à in a city like Bombay.  One day I was travelling by bus, three à men dragged two fellows out of the bus.  Once outside they were à beaten into pulp.  These two fellows, who got beaten, were pick-pockets à and they were being beaten by all and sundry.  I thought to à myself -""what is life?"".  It is one hell of a place where à everyone is after someone else.  One waits to cut the throat of à the other one just for a living, (money).  When I think about à such things - the purpose of life, etc, I feel very disgusted and à dejected."
shame,"This is an event I will never forget.  I am considered a good à mimic.  This particular day we were waiting for a professor à to take her class.  This  professor had a peculiar accent and a à very horrible way of lecturing and to top it all we had this à class at the fag end of the day.  So this particular day I got à into my element and started imitating the professor, and the à professor entered the class right in the middle of it .  I was à unaware of her presence, some of my friends tried to warn me but à it was of no avail as I was too engrossed in mimicing.  Then I à suddenly noticed the silence and turned around to see her à entering the class.  I do not know till today if she actually saw à what I had been doing or she had completely ignored it.  Through  à out that lecture I died of shame.  All the more shameful was the à fact that she gave me a character certificate. "
guilt,[ No response.]
joy,This happened when it was finally confirmed that I had stood à first in the university for the M.A exams.  A few days before the à official results were declared a clerk had brought the results à unofficially.  So I had been expecting the results but the à confirmation allowed me to legitimately feel happy at my à success. à 
fear,"This was when I was being followed home every day from the campus, à by a stranger.  He would follow me to the campus and then sit à outside my class.  If I was not there he would ask my friends as à to where I was.  He was a dark, ominous looking person and I was à terrified of him as I did not know his intentions.  I reported à him to the security officer, who turned him over to the police.  à I was even more petrified then."
anger,A new gas connection was to be installed and the mechanic who came à to do it was very rude to my mother and me.  I rushed to thhe à dealer with my mother and had a fight with the dealer as he à seemed to be unreasonable and was taking the mechanic's side.  à Ultimately the matter was resolved after my father went and spoke à to him.  The mechanic was asked to apologize.
sadness,"The day I was to receive my gold-medal for the M.A, my à grandmother, who I loved very much, died after an illness.  She  à died a few hours before the convocation.  While I was à attending the convocation I had to control my grief as she would à not have liked me to miss it.  It was a day she had been waiting à for, but did not get to see. "
disgust,"We had come back from a programme and we were all (three girls)    à staying over at another girls placce.  One of them started à passing very nasty and outright bitchy remarks at me.  It was à brought on by a male colleague's compliments to me, this girl was à herself interested in this guy.  Bitchiness and catty remarks à made by women never fail to disgust me.  I can particularly à remember this incident as she knew that I had not encouraged the  à guy."
shame,"I was learning judo and my instructor wanted me to assist him in à teaching girls judo at a suburban college.  I was just a beginer, à and he made me a green belt so that I would be able to command à respect.  This was against my principles, and yet I allowed myself à to listen to him.  I gave it up soon after, however I felt very à ashamed at not sticking to my principles and at not having put my à foot down earlier."
guilt,"I was coming back home with my mother when the purse I was à carrying got stolen.  It was done so swifty that I did not à realize what had happened till much later.  A lot of money and the à keys of the house were lost.  I was guilt ridden at my à carelessness.  I felt terrible as I do not normally loose things à and this was quite important, especially the keys.à "
joy,"Inter-national sports events won by my favourite national team or à player brings me joy, e.g when India won the World cup cricket à match."
fear,When I had gone to a school picnic and was left behind in the à forest.
anger,When I saw a few people beating a man who seemed to be a à stranger.
sadness,When India lost the Benson and Hedges cricket trophy.
disgust,[ No response.]
shame,[ No response.]
guilt,When I was responsible for getting my friend run-out in a vital à cricket match.
joy,When India won the Prudential cup by beating West-Indies in the à final match and became the world cricket champion.  West-Indies à was the strongest of the eight countries which participated in à the competition.
fear,"As a child, one evening I had read a novel about ghosts and I had à thus spent a sleepless night as I kept feeling that there were à ghosts dancing around me."
anger,Despite our good performance and excellent results the management à refused to meet our demands.
sadness,When my beloved girlfriend got married to another person.
disgust,When I heard that a 14 years old girl had been raped by four à rikshaw drivers in our town.
shame,I feel ashamed at the fact that even after 35 years of independence   à 70% of the Indian poulation is still below the poverty line.
guilt,"I read about the national and social spirit and self-discipline à of the people of developed coutries like U.S.A, England, France, à Germany etc.  Comparing this to the Indian people I felt guilty à as they have no national spirit or self-discipline."
joy,"I felt happy at the settlement of our marriage, even though we à are from different socio-linguistic backgrounds our parents à agreed to the wedding without any conflict or discussion.  We had  à thought that they would object to the wedding but it did not happen. "
fear,"One day, early morning my mother who is healthy fell ill.  There à was no doctor or compounder near by and for a few hours -8 A.M to à 6 P.M she did not speak a single sentence, nor did she drink water à or  milk.  There was no movement in her body and I felt really à scared.  I almost lost my confidence about her survival."
anger,"One day my elder brother badly scolded my father.  This was the à first time that I heard such abusive language from my brother.  I à requested him humbly not to use this kind of language but he did à not care for what I was saying.  Finally I picked up an axe to use à against him, in the meanwhile people intervened."
sadness,"My close friend and I applied to TISS for admission last year, à unfortunately he failed to get admission.  We had done our graduation à together and are quite involved with each other, so we had wanted à to do our Masters degree together.  However, it did not work out à as we had expected it to and this saddened me."
disgust,"My classmate at TISS has the habit of biting his nails and ever à since my childhood I have never liked this habit.  This person is à near me in class, dining hall and the campus so I suggested that à he should stop biting his nails.  However he found it difficult à and my disgust feelings have not changed."
shame,"I had this feeling before my graduation and never dared to speak à to my relatives and  friends.  Because of this feeling I would à avoid situations, however I do not know the reason for this."
guilt,"One day my mother forced me to eat more and I refused, the next à day she served me more rice and mutton pieces than usual.  When I à saw this I got very angry and scolded her, and refused to eat.  à Later I felt guilty and asked her to excuse me."
joy,"When I was a student at the Institute doing my M.Phil degree, one à of my professors called me before the convocation and told me à ""You have got the gold-medal (first rank) in the university and à tomorrow you will be on T.V""."
fear,When I was in my village one of my enemies had written a à non-sense letter to a girl and he told the father of this girl à that I was the culprit.  When I got to know this I was scared as  à the girl's father was a worse man.
anger,"When I was doing research a few months ago, I had asked the à Institute to sponsor me for a computer course which was held in à TISS.  However, because of the administrative officer I could not à get the money."
sadness,"When I was in Bombay one of my good friends was getting married à and he had not informed me about it, this made me sad."
disgust,"I once got a phone call stating ""one of your friend is in jail, à please come and see him"".  When I went to the jail and saw him, I à was disgusted."
shame,"Some time back I had signed a letter which I had not read.  What à had happened is that something had been written against my à friend and this went to the higher authorities.  My friend asked me  à -""you also signed ?""   "
guilt,"One of my friends came to know through some other friends that I   à had applied for some course in an institute.  He asked me ""why à did not you tell me, I would also have applied.""  At that I felt à guilty."
joy,[ I am joyfull to be alive every night.]
fear,[ I have not felt this emotion yet.]
anger,"[ On discovering the red-tapism and the bureaucratic, corrupt, à decadent, degenerated infrastucture of every public utility, à office and service; and the rampant corruption at every single à level of education and other institutions.]"
sadness,The death of Jaya Prakash Narayan caused a great deal of sadness à as I believed that he was the only true democrat and a ray of à hope on the Indian horizon.
disgust,"[ This is an everyday feeling.  Many situational events : causes à are unclean and dirty environment, illiteracy, poverty and à neglect of human resources, disgust at the lack of perception on à the part of us ( educated few) for the lack of drive and drive à towards their redemption. ]"
shame,"When I realized that I belonged to a country which is amongst the à poorest in the world and that inspite of having the resources we à do not utilize them.  I was ashamed at myself and my country, à shame at the lack of parity between the lifestyles of the à citizens."
guilt,"When I realized that I was not working hard enough and was not à being useful as an individual to the society or the family, guilt à at spending money on uncalled for activities - in short wasting à my life."
joy,My joy knew no bounds when I was selected for a job even before à having finished my studies.
fear,I was scared when I realized that I might miss the train which I à was supposed to take.  I was 1500 Kilometres away from home and when  à I heard the depart whistle I was still 150 feet away from the à train.  I finally made it.
anger,I felt angry when repeated pleas to the ticket collector and the à co-passengers in order to make a queue fell on deaf ears.  I have à this feeling whenever someone is not disciplined and methodic in à doing his duty.
sadness,"I am filled with gloom and sadness at the death of a person.  à More specifically, I felt sad after hearing the news of a à death of a person who was hale and hearty and full of life, withà vigour and plans for the next day but had no next day to cherish it."
disgust,I feel disgusted since I am unable to cope with all the wordly à affairs as I spend much precious time to pursue my hobby and à to be admist the people I love and long to be with.
shame,I always feel ashamed when I do not succeed in accomplishing à something in which I had put in all my efforts.
guilt,"At times I have been attracted to conducts which are socially à degraded due to their ill consequences, and then I feel guilty."
joy,When India first won the world cup cricket tournament.
fear,"I was then in the 10th standard and was going to my native place. à  The last bus had already left and so I started walking, it soon à became quite dark.  The road was a village road and was deserted, à I was not even sure if that was the right way.  I finally reached à home at 10 P.M."
anger,"I was travelling from Delhi to Bombay.  I had booked a seat one à month back and I had also got a telegram confirming this.  à However, in the train my name had been omitted from the à reservation sheet, and the one seat that was still vacant was à alloted to another person who paid for it despite my requests for the à seat.  I was allowed to stay in the reserved compartment when I à paid money."
sadness,"The news of the natural calamity, an earthquake in which hundreds  à of Mexican people died."
disgust,"In Punjab, when in the name of religion people killed each other à during the agitation."
shame,[ No response.]
guilt,[ No response.]
joy,"I felt happy at the end of a 10 day student camp.  We had shared à our hopes and aspirations and in the open situation so generated, we à had made strong frienships and experienced our own worth as well. à  "
fear,"One of my fellow students had bunked field work and in my attempt à to cover up for him I myself was exposed, though not directly.  à We were to meet our field work suprevisor and we were afraid of à the consequences."
anger,"I had made an error in planning a programme and had publicly à accepted the mistake, despite repeated requests not to bring the à matter for discussion a professor kept constantly passing remarks. à I reacted angrily.à  "
sadness,I was in love with a girl but had to separate from her because of à different commitments concerning life and career.  I loved her as à a person but could not agree with the life the future would à demand.  Parting from her was very sad.
disgust,"Students on campus were unnecessarily creating trouble just to à heckle the authorities - not to achieve something concrete, but à to further their own interest."
shame,I had reacted angrily at a friend for no fault of his.  I had à raised my voice and had not cared for his opinion.
guilt,I had promised to send something to a friend and it completely à slipped my mind.  I felt guilty for having forgotten.
joy,"This is one feeling I never betray, but I must confess that the à last time I slighty felt happy was when I passed my M.A with a à high rank.  This was a few years ago when my friend told me about à the result."
fear,A few weeks back I had a very important seminar and I had à circulated my papers to all the panel members.  A day before the à seminar I realized that I had inadvertantly burdened certain       à derivations and I had failed to correct it.  I feared that this    à would reflect very badly on my performance.  Fortunately none of  à the panel members detected it and I felt relieved.
anger,"A few days back a friend of mine poked me in the ribs for fun's à sake, though I had warned him an infinite number of times that it à really hurts me, he did it again.  I usually ignore this but this à time I flared up for a split second and threatened to bash him à up.  This is the latest incident when I lost my temper, though I à felt very bad about it later."
sadness,The saddest moment in my life was when I lost my younger sister a à few years back.
disgust,"Yesterday, I was just about to cross the road when a country guy à who was ahead of me spat out a mouthful of betel juice on the à road.  It was very windy and had I not checked my speed I would à have had a very good shower of his saliva.  Though I was not à angry, I felt that these people were very indecent."
shame,"Yesterday while playing volley ball, there was one person extra    à and somebody had to out.  A mess worker and I were the  à last ones to arrive and we had arrived at the same time.  à Rightfully one of us had to opt out of the game, as I was à delaying leaving the mess worker opted out saying that I should à play.  I felt ashamed of myself."
guilt,"A few days back a friend of mine had asked me to call on him on à Sunday.  I had accepted it but later did not go for no specific   à reason.  I just slept in my room.  The next day this friend called  à me up and told me that he had been expecting me the day before and à his wife had prepared a very good lunch for me, which had gone à waste.  I felt very bad about this incident and it has been à growing in my heart ever since."
joy,When I got my B.Sc degree with first class.
fear,Before the declaration of the S.S.C results.
anger,When I was punished in school for no serious mistake of mine.
sadness,"When I received the S.Y.J.C results, the marks I obtained were à not up to my expectations and I missed admission in engineering."
disgust,When I could not attend the college picnic due to some à difficulties.
shame,"When I was detained one day in school, by the vice-principal, for à indiscipline."
guilt,"One day at school I had quarrelled with a school-mate, and à ultimately I had hit him hard.  He, being physically weak had to à visit his doctor and remain absent from school for two days."
joy,"This happened when I was in the 10th standard.  The paddy crops à were in a bad shape as it had not rained and there was no water à in the well, so I was in a very sad mood.  I came to the à conclusion that I would ignore the paddy field, just 12 hours à after this it rained for one hour.  This was a very tense time à and the rain brought me tremendous pleasure."
fear,"At the age of 16 I had gone to see a film in a nearby village, à about 8 kms  from my home.  I started walking as there was no à bus.  I had to cross hills and as it was dark I could not à identify the path.  Half way through it started raining and as à there was no shelter I ran four kms to reach home."
anger,"One day my room-mate started imitating me, doing what I had done à a few hours back.  I got very angry and started beating him up."
sadness,A few months a close relative of mine died.  I had never expected à this to happen and was sad for a few months.
disgust,"One day, at an important place I met a group of girls and while à we were waiting for a bus these girls started smoking and à commanded me to smoke; I felt very disgusted. "
shame,"A few months back I had gone to my friend's place and they offered à me tea and coffee.  I do not have the habit of drinking tea or à coffee and so they offered me a glass of milk instead, so I felt ashamed."
guilt,"At my native place I was riding my cycle, which did not have à lights, at night and so a police man caught me.  I requested him à to let me go but he would not so after a few minutes I just à escaped."
joy,"After my graduation exams I was waiting to get admitted to a post à graduation course, however the situation was not very favourable à for me and I was upset.  Suddenly, Bombay university offered me a à seat and I landed up in Bombay for my post graduation studies.  à This happened last year and was very pleasant for me."
fear,[ Never experienced.]
anger,This was the worst incident of my hostel life.  I was insulted by à a close friend of mine on the eve of the New year and it totally à spoiled my New year's night.
sadness,[ When I feel that I have made a mistake.]
disgust,[ Never experienced.]
shame,[ Never experienced.]
guilt,[ Never experienced.]
joy,When I got my B.A degree with first class.
fear,I received a letter from my college telling me that I would not à be allowed to sit for the exams because of my low attendance in à class and the bad experience in the terminal exams.
anger,Once a friend had pushed me and I had fallen on to a window which à then broke.  I was taken to tthe principal's office and he à accused me of having broken the window.
sadness,When I received my S.Y.J.C results which did not allow me to get   à admission in engineering.
disgust,"Once when I was studying for my examination, I was asked to do à some work which was unavoidable."
shame,My teacher asked me a question which I failed to answer and I was à told to stay behind after the class and give the answer after à studying it from a book.
guilt,"During class one day I walked out of the class.  The à teacher noticed it and decided that he would take some action à against me, when I realized this I approached him and told him à that I was sorry for the incident and would not repeat it."
joy,When I passed the 12th standard board exams.
fear,"My illness a few years back.  I was sevely down with malaria and à asthma, I had lost my health, charm and cheerfulness completely."
anger,During the short period of my unemployment about six years back.
sadness,My father's death in January 1983 moved me deeply.  The gloom à prevailed for almost two years and I am still to recover from it.
disgust,[ No response.]
shame,When I was 12 years old I was caught by the Ticket Collector when à travelling without a ticket.
guilt,"A few lies that I had indulged in, a few years ago, while raising à loans from my friends."
joy,"After having finished my B.Sc, I was struggling hard to continue à my studies and had taken the M.SC exam.  I was not sure that I à would be selected in the written exam.  When I saw my name in the à selected candidates list I was overjoyed."
fear,"When I did not get admission in M.Sc after my B.Sc, I felt really à bad.  When I started my journey to Bombay, after having accepted à my uncle's offer to come to Bombay, I was afraid, wondering if I  à would succeed or not. "
anger,"When I was dancing with a dame at a social, one of my friends who  à was interested in her came and took her away from me.  I was à really angry with him then."
sadness,"When a close friend, residing in the hostel, lost his father I à really pittied him and the situation made me feel sad."
disgust,"After my +2, when I did not get admission in B.E I felt disgusted."
shame,"When I was in the 12th standard, I could not speak English.  One à day, while  talking with my relatives I used a wrong word and  à my cousin corrected me, believing that I did not know English.  I à really felt ashamed then.à "
guilt,"When I got low marks in the final year B.Sc exams, I felt guilty à as I had not worked hard because I had been roaming around with my à  friends."
joy,I was doing an experiment and was not getting the appropriate à result despite the fact that I had repeated the procedure 4-5 à times.  Then finally I got it right by a stroke of luck.
fear,"Once I was very frightened at night as I had a very fearful and à terrifying dream, I could not go back to sleep for a long time."
anger,Once I had an argument with my friends and I knew that I was à right.  My friends went on arguing with me even though they did à not know the right thing.
sadness,[ No response.]
disgust,My elder sister forced me to do a few things which I did not like à to do.
shame,Once I had torn a few pages off a library book and I felt ashamed à at this.
guilt,[ No response.]
joy,When I realized that I loved someone of the opposite sex.
fear,"After I was thrown out of a car in an accident, this resulted in à a fracture."
anger,[ During my childhood when I could not get what I wanted from my à brother/sister and parents.]
disgust,I felt disgusted when I was in a helpless position at the loss of à my fiancee.
shame,The day my fiancee told me that it was bad that I could not write à my mother tongue.
guilt,I felt guilty when I thought that I was still not standing on my à own feet.
joy,"The way this particular girl spoke, behaved, and reacted the à first time I was introduced to her, I felt certain that something à between us would materialize."
fear,[ Never.]
anger,[ Ther are many instances which are all equally irritating.]
sadness,"When a girl did not answer a question, concerning my love for à her, put forward to her."
disgust,"[ There have been very few instances of disgust, as far as I can à remember they are not important or worth mentioning.]"
shame,"[ I was not, I am not, I will never ever feel ashamed of à myself for something I have done.]"
guilt,"[ Never felt guilty, as I have never done anything which could à make me feel guilty.]"
joy,I most joyous moment was the day I got my marks.  I was very à happy when I came to know about my marks at the M.Sc (part I) à examination where I got 71.5%.  This was the highest marks I have à ever scored in my life.
guilt,I was travelling in a bus from school going home for holiday. In à the bus unfortunately I stepped on a bag in which there were à delicate things.
joy,When my brother was selected to the University of Malawi (the à Polythecnic). I was very excited and I rejoiced due to one of our à family members qualifying for University level at long last.
fear,On May 20th I got a summon to appear in court on May 28th 1985 on à the subject of impregnanting a school girl. I really feared of à standing in the court in a few days time after this notice. I was à also embarassed due to formal approach that was expected of me to à the Principal.
anger,Sometime ago I felt very angry when my mother wrote me telling me à that my elder sister was messing up things at home by her à internalised aggressive attitude towards parents and her husband.
sadness,"I felt very sad when I was in Form three to notice that my friend à Barley Jumbe, had lost very expensive new sports short trousers."
disgust,"Four weeks ago I felt very much touched to find an asciatic à patient who had asked the very morning to be tapped of the fluid, à dying in the evening. I was really disgusted because this was the à Medical staff's negligence. Had the Clinical officers done à something that very morning he might have been alive today."
shame,"Truely, I got very ashamed when my brother was sent out of à Business Machines Limited Company due to improper handling of the à office equipment in Sales Services."
guilt,Guilt conscious struck me when I failed my Standard Two à Examinations in 1972. I knew that I would suffer the consequences à of what I had been doing during class hours: thus playing with à friends and sometimes not even going to school.
joy,"After sitting for the Standard 8 Exams for the second time in à 1979, I had great joy when I heard that I was successful in the à Examination when the results were out."
fear,I had a cousin whom I loved so much. Unfortunately she passed à away suddenly and one time I had a dream in which I was talking à to her yet she is dead.
anger,Somebody wanted to beat my brother at a wedding ceremony and I à was trying to protect my brother but the other man was calling à names to both of us.
sadness,I never failed my examinations since Standard 1 but I experienced à sad moments when I sat for Standard 8 Examination and I was not à selected for Secondary School education in 1978.
disgust,I had experienced odd moments one time when a patient came into à the Ward in which I was working. The patient was badly burnt in à the right side of her body. I was very nervous at the sight.
shame,"When I was young I was playing football near my parent's house à and while playing I fell on the ground. At first I thought I was à not seen by anybody, but when my mother laughed I felt very à ashamed."
guilt,"I had been on friendship with a certain girl for sometime and the à love was going on well, but it happened that I made the à friendship come to an end suddenly without good reasons."
joy,I was emotionally happy when I was in love with the girl I had à longed for.
fear,I once felt that my last hour had come when I was unexpectedly found à in the hands of.
anger,It happened that my brother promised to give me money for school à and then he told me that he had failed to fulfil his promise a à day before school started. I became so angry for I thought my à future would be ruined.
sadness,I was all of the sudden sad when I heard that my cousin who à usually paid school fees had passed away after a very short à illness.
disgust,The first day I visited the hospital I was disgusted because I à experienced offensive smell which I never expected. I nearly ran à away from the course.
shame,I once felt shame when I failed to fulfil the promise to marry a à daughter of a certain gentleman.
guilt,I felt guilty when I was robbed of a friend's radio at Lilongwe à bus depot after promising that I would keep it safe.
fear,When I heard a rumour that the 1st year exam results were out. I à had fear that I might be one of the failures.
anger,Somebody was blaming me of a story which was not real and not à true.
sadness,Death of my grnadfather after having been in hospital for so long à with cancer of the Oesophagus.
disgust,When mum had beaten my young sister just because she had received à a letter from a boyfriend.
shame,When I had not done well in Geography at my MCE I was expected to à get more than I did.
guilt,When a patient had died soon after I had told the guardian to à wait outside the ward.
joy,When I passed my Primary school leaving certificate and selected à to go to a Boarding secondary school.
fear,"When I was feeding a premature baby (7 months), the baby chocked. à This was when I was working in children's ward I thought I had à killed the baby."
anger,We were just about to go into the Exam room and I didn't see all à my writing materials plus the identification card from the place à where I left them.
sadness,When my boyfriend did not turn up in time as he promised he would à be coming.
disgust,"The time when I cleaned the house and everything was tidy, à then my cousin, who is 4 years old, came with a muddy pot and made à a mess of the whole thing."
disgust,Bad temper of the serving lady in the students' dining hall.
shame,Teacher suspected me stealing money.
guilt,Failed to do what I had promised.
joy,Saw on TV China winning the gold medals.
fear,Staying in the room alone at night.
anger,An old lady slipped and nobody helped her.
sadness,A friend's mother died.
disgust,Saw a dirty street.
shame,Not collecting homeworks in time to give the teacher.
guilt,Not helping other people to do their homework.
joy,Made a wonderfull new friend.
fear,My friend started to misunderstand and hurt me. 
anger,Insulted by disgusting people.
sadness,My friend was badly hurt.
disgust,Someone not responding to my criticism.
shame,Swearing in public.
guilt,Hurt someone's feelings unintentionally.
joy,When you told everyone in the last lecture you will do all à lectures again in English and everybody can come (not only à English classes)
fear,Before an examn.
anger,My class leader told me I am not chosen for your English à lectures.
sadness,Finding out that the university will give first priority to à qualified practioners and clinical years to go to your English à lectures.
disgust,Finding out that old and useless practitioners of retirement age à will go to your English lectures and they do not understand à English.
shame,China cannot give your lectures bigger place and sound system.
guilt,I am not good enough for your experiment I am doing.
joy,Winning a game after a long time of losing.
fear,Almost had a bicycle accident.
anger,People not cueing in the dining hall.
sadness,Failed an examn.
disgust,Saw a real party leader.
shame,Failed to recagnize a friend on the street.
guilt,Forgot to collect post for a friend.
joy,Being chosen to do your experiment with aphasia.
fear,You may find out that I am stupid and not to let me do your à experiment.
anger,A classmate told me I must have bribed the class leader to let me à go to your English lecture.
sadness,I was not chosen for the All English class.
disgust,Saw my class leader acting like a God when he chose people to go à to your English lectures.
shame,Talking to friends about how old you are and we cannot be as à successful as you at your age.
guilt,Telling friends about your nickname.
joy,I got better marks in the examn than many arrogant people.
fear,Before the examn.
anger,Insulted by some stupid people.
sadness,Lost a friend.
disgust,Hear people talking at my back.
shame,Saw something stupid and ignorant happening in the countryside.
fear,I was very scared when I went to the examination hall for my M.Sc à examination as I had studied a limited partion of the course à thoroughly and I was in great doubt whether that would be asked.
anger,I was most angry when India lost the Triangular Cricket trophy à held in Australia.  I was so angry that I fought (orally) with my à friend.
sadness,"I was very sad  when I got the XIIth standard results, when I got à low marks as compared to my friend and I could not get admission à to courses like medicine."
disgust,"I was disgusted at myself when I dropped a vital catch, while à playing a cricket match, and we lost the match; though the catch à was difficult. "
shame,"There is one thing which makes me feel shameful,  when I see à friends of my age group working and earning a lot, when I am à still studying.  A friend I met a week ago after a period of 5 à years is earning more than Rs 3000/ month."
guilt,"I felt guilty when I read an advertisement for a job as a chemist à in the newspaper and when my friend asked me if I had applied for à that job, I told him that I had not even seen the paper of that à day."
joy,"When I got my first unknown compound while doing my M.Sc à research, I was very happy.  This is because my research was based à on this type of reactions and compounds."
fear,I was very scared at the time of the Ty.B.Sc examination as I had à decided to get 1st class results.  I was afraid thinking of how à the papers would be.
anger,"When my neighbours accused my brother of stealing their à rose-bush, I was very angry as he had not touched it at all."
sadness,"When I heard that my girlfriend was getting married to another à person, I felt very sad.  That day I did not eat anything and à kept thinking of her all day long."
disgust,[ No response.]
shame,"When I had insulted my father two years back, at that time I was à very angry due to some reasons."
guilt,"I felt very guilty when I tried to teach swimming to my younger à brother, as I myself could not swim very well and my brother à had started sinking to the bottom, however my elder brother à saved him."
joy,"This happened a year when I was having a hard time, I got à admission to do research despite obstacles in the procedure of admission."
fear,It was the time when I was in no position to secure a Ist class à in the M.Sc exam and this was likely to affect my career.
anger,I missed an opportunity to go abroad because of some silly à mistakes for which I had to suffer a lot.
sadness,"It was at the time of my M.Sc exam, when I was not in a position à to take the exam after having studied seriously."
